step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,isFraud,isFlaggedFraud
307,CASH_IN,177095.63,C866597127,4729365.78,C721093344,2647294.96,0,0
325,CASH_OUT,68993.75,C281873229,108278.0,C2057938515,365777.58,0,0
34,CASH_OUT,75771.77,C140604025,0.0,C711613732,2924984.77,0,0
355,CASH_IN,261214.37,C1952809795,6317070.65,C645184891,1322981.92,0,0
40,CASH_IN,259096.38,C261106246,56109.0,C206913784,89070.27,0,0
229,PAYMENT,32459.59,C1985670494,20714.0,M1454555094,0.0,0,0
399,PAYMENT,62823.52,C1268204225,0.0,M233813176,0.0,0,0
419,PAYMENT,39006.4,C1084280670,2322.0,M420923777,0.0,0,0
403,PAYMENT,29864.79,C1595576199,0.0,M1247518065,0.0,0,0
302,CASH_IN,172476.77,C2104475436,15125.0,C923468587,0.0,0,0
276,CASH_OUT,324619.0,C500285636,188497.0,C1673080281,0.0,0,0
375,CASH_OUT,38362.85,C1733576040,61633.0,C1035366275,4727773.48,0,0
644,CASH_IN,191959.55,C432906334,201.0,C1323899028,0.0,0,0
354,CASH_OUT,102633.92,C1801864832,11325.0,C145605645,0.0,0,0
208,CASH_OUT,68220.94,C1084847714,0.0,C1302224324,554276.12,0,0
352,CASH_OUT,121169.25,C133248086,100567.0,C379101321,0.0,0,0
209,PAYMENT,4923.09,C888351374,0.0,M1014976467,0.0,0,0
374,CASH_IN,29892.34,C180618348,1774746.72,C1996612159,506511.24,0,0
230,PAYMENT,3629.38,C1809748956,0.0,M125787572,0.0,0,0
11,CASH_OUT,400544.22,C856781591,52887.0,C148794641,2443862.32,0,0
35,CASH_IN,178501.21,C250363453,10325444.54,C2068785174,1532302.98,0,0
187,PAYMENT,3826.41,C358669988,0.0,M133616932,0.0,0,0
37,CASH_IN,148693.22,C1613894353,8609527.24,C1941042774,177410.45,0,0
394,CASH_OUT,232238.52,C629150586,0.0,C796337225,4326673.52,0,0
324,PAYMENT,5042.71,C1740804700,0.0,M306536962,0.0,0,0
184,PAYMENT,24173.74,C922623270,0.0,M1385709191,0.0,0,0
8,CASH_OUT,262685.73,C1016859681,5612.0,C1378215782,5939.69,0,0
258,CASH_OUT,61215.51,C993267863,0.0,C969313132,144501.69,0,0
159,PAYMENT,2976.05,C1548331978,0.0,M1546853352,0.0,0,0
9,CASH_OUT,355397.42,C1779468489,198.0,C302155142,0.0,0,0
8,CASH_OUT,220686.71,C1419851027,103196.0,C1915089150,0.0,0,0
46,CASH_IN,11669.18,C1244706285,168986.44,C18651350,3707664.0,0,0
397,PAYMENT,22360.83,C1963926231,641917.59,M904491741,0.0,0,0
273,TRANSFER,109061.88,C721665932,343.0,C1203852392,4519211.55,0,0
306,PAYMENT,20119.66,C856688861,300768.16,M204069703,0.0,0,0
405,PAYMENT,9894.25,C1858475275,253976.0,M376143034,0.0,0,0
402,CASH_OUT,153095.81,C1423185339,82897.0,C1964659650,72465.53,0,0
11,CASH_OUT,393281.33,C1133055162,0.0,C1656764903,3365538.88,0,0
130,CASH_IN,52212.2,C1916767419,3892833.97,C2041582534,303744.38,0,0
375,PAYMENT,36613.63,C1931987195,0.0,M1979363865,0.0,0,0
347,PAYMENT,26567.96,C873891248,0.0,M1609359331,0.0,0,0
455,CASH_IN,115947.27,C1282376242,533612.57,C1898859288,7435539.38,0,0
349,PAYMENT,31437.83,C1261375957,37566.1,M1459308305,0.0,0,0
377,CASH_IN,161113.61,C1362408628,2978898.51,C310978701,2900673.93,0,0
194,CASH_IN,235901.51,C931610811,6828422.69,C490919846,719404.15,0,0
191,TRANSFER,88186.8,C1866635065,843.0,C1022528976,280278.31,0,0
183,PAYMENT,6744.63,C1827587714,2589.0,M1984114808,0.0,0,0
552,PAYMENT,6139.06,C278042505,0.0,M1351153364,0.0,0,0
358,PAYMENT,9779.45,C1348866137,0.0,M842193845,0.0,0,0
545,PAYMENT,76.13,C1693579127,325728.24,M967918039,0.0,0,0
129,CASH_OUT,140816.66,C591251882,29788.0,C1542819867,505850.64,0,0
201,CASH_OUT,127858.65,C1768514225,810079.0,C1871876008,0.0,0,0
208,CASH_OUT,184616.5,C569795200,181.0,C1130919571,2013206.7,0,0
238,PAYMENT,10071.41,C1779105311,3866.0,M1799673728,0.0,0,0
661,CASH_OUT,407860.88,C692679126,90994.0,C1409456071,649453.49,0,0
234,CASH_OUT,112465.06,C1376965678,0.0,C97395100,6603900.56,0,0
251,CASH_OUT,178785.12,C1853506945,71902.0,C1438020878,7844707.87,0,0
395,PAYMENT,11829.21,C1611125040,20366.0,M492800131,0.0,0,0
213,CASH_OUT,47259.75,C1336028622,206541.0,C1473828708,0.0,0,0
258,CASH_IN,478958.71,C92406804,5682021.1,C688446131,1906784.53,0,0
19,CASH_OUT,113872.23,C2050174261,0.0,C851246448,133669.25,0,0
212,PAYMENT,5856.05,C273840729,0.0,M211011424,0.0,0,0
500,CASH_IN,34100.51,C1013938657,101221.0,C29201979,0.0,0,0
274,PAYMENT,9957.39,C1030804060,70414.2,M1684698352,0.0,0,0
258,CASH_IN,65167.93,C2048557783,563006.73,C1151981956,604421.49,0,0
656,TRANSFER,318385.29,C704475060,35085.0,C597595416,0.0,0,0
153,CASH_IN,3543.97,C1057483511,14861.0,C1910219422,809648.7,0,0
285,CASH_IN,70975.94,C2079441179,5895362.75,C1012595545,453776.92,0,0
43,CASH_IN,433164.74,C503294830,4506782.47,C1859708704,922924.32,0,0
261,PAYMENT,19568.27,C460665091,500094.0,M574707863,0.0,0,0
14,PAYMENT,4013.16,C2053904362,95689.0,M148711261,0.0,0,0
301,CASH_IN,190138.36,C1609664025,143.0,C1546027271,137309.84,0,0
134,PAYMENT,11417.05,C487225204,0.0,M1425903589,0.0,0,0
20,CASH_OUT,101658.99,C1945661246,5113.0,C1562696365,69447.65,0,0
133,PAYMENT,31351.05,C530022972,19852.0,M262612938,0.0,0,0
209,CASH_OUT,161992.44,C2082874601,10605.0,C1668495240,26216.93,0,0
377,CASH_OUT,86880.91,C566840694,611.0,C61050062,0.0,0,0
302,CASH_IN,93268.87,C1068204662,683329.98,C1712265189,633627.17,0,0
379,CASH_IN,281514.28,C121657961,6258099.49,C1037207091,3173501.99,0,0
350,PAYMENT,5690.53,C1519063896,131220.0,M439396016,0.0,0,0
353,DEBIT,2060.07,C341611747,4689.9,C854086262,26929.08,0,0
188,PAYMENT,3578.24,C563994439,0.0,M1701974571,0.0,0,0
203,CASH_IN,40357.89,C619980715,52599.0,C251207333,208147.96,0,0
36,CASH_OUT,134242.44,C1674898417,194530.0,C1631860014,443320.58,0,0
280,PAYMENT,5269.13,C738268646,197946.0,M457524456,0.0,0,0
398,PAYMENT,21093.19,C1445909067,0.0,M338309347,0.0,0,0
258,CASH_OUT,327868.55,C1135551918,193.0,C1629143779,372840.0,0,0
232,CASH_OUT,67235.26,C1805314366,0.0,C660035735,263711.5,0,0
330,CASH_OUT,308574.13,C19364972,104615.0,C39946629,0.0,0,0
349,PAYMENT,9982.11,C1029919057,0.0,M1598489261,0.0,0,0
381,PAYMENT,4835.83,C409003883,100609.59,M1844667001,0.0,0,0
278,CASH_OUT,273876.31,C1482414664,0.0,C845487922,3412453.01,0,0
350,CASH_OUT,196317.68,C1018902700,501204.0,C2111368701,165404.03,0,0
407,CASH_IN,21483.87,C584591683,9955390.61,C902085330,75227.3,0,0
211,PAYMENT,13687.68,C106222280,0.0,M44380494,0.0,0,0
394,CASH_OUT,160004.22,C859269562,202413.0,C363338464,0.0,0,0
596,CASH_OUT,211709.68,C80303305,22855.0,C500215400,0.0,0,0
236,CASH_OUT,133418.64,C1439958844,0.0,C1789846188,565686.37,0,0
232,PAYMENT,9803.17,C567585026,0.0,M55363160,0.0,0,0
595,TRANSFER,553124.56,C1393741272,553124.56,C858651729,0.0,1,0
12,PAYMENT,13493.61,C1316210253,21976.0,M1472446551,0.0,0,0
426,CASH_IN,63846.28,C2066021225,1701.0,C978132948,37733.34,0,0
405,PAYMENT,10087.94,C1619759870,0.0,M1300671214,0.0,0,0
280,CASH_OUT,47300.9,C1103793539,0.0,C150000685,462994.68,0,0
233,CASH_IN,239557.24,C234013580,70392.11,C1879187973,2025194.65,0,0
33,CASH_IN,475448.99,C1347175063,274544.82,C1297685781,14091724.55,0,0
203,CASH_IN,156630.62,C616615392,1429108.77,C1761161404,1649824.22,0,0
330,CASH_OUT,53359.02,C2049432410,113.0,C460585564,253006.03,0,0
354,PAYMENT,2031.96,C1656257685,0.0,M1275223218,0.0,0,0
41,PAYMENT,1819.48,C1167070046,0.0,M421083457,0.0,0,0
19,CASH_OUT,38180.82,C737565205,47350.0,C1810065387,64484.68,0,0
398,CASH_IN,128973.34,C1033019688,78.0,C1118738729,0.0,0,0
258,TRANSFER,30778.03,C92487671,25193.0,C2114887654,815263.33,0,0
186,PAYMENT,15124.32,C1629924233,90490.0,M1483839132,0.0,0,0
134,CASH_OUT,13960.48,C1233788727,0.0,C451853705,2593338.96,0,0
379,CASH_IN,304902.63,C1377735150,2978087.83,C787684551,2226954.58,0,0
373,CASH_IN,142098.87,C1056749432,1750609.04,C666330334,6611780.81,0,0
326,TRANSFER,332828.61,C1002312545,0.0,C599247087,3190499.58,0,0
329,PAYMENT,25444.99,C1710607474,93352.13,M2009030062,0.0,0,0
135,TRANSFER,341939.95,C814940374,0.0,C1514165960,1367734.9,0,0
401,CASH_OUT,47136.47,C1092017435,10154.0,C737911557,5027872.28,0,0
402,CASH_OUT,231521.21,C1684514186,3542.0,C1894706888,0.0,0,0
282,CASH_OUT,145403.38,C1219835555,0.0,C1357670903,12357916.31,0,0
131,CASH_OUT,227447.06,C616721783,0.0,C1274675391,2966918.04,0,0
255,PAYMENT,1620.2,C318033273,30677.0,M1129227373,0.0,0,0
208,PAYMENT,16565.8,C628738949,0.0,M828291938,0.0,0,0
161,PAYMENT,28.07,C1620394316,46329.0,M1702340479,0.0,0,0
178,CASH_OUT,319299.95,C1112919035,16553.37,C948476144,2987756.46,0,0
687,PAYMENT,8081.8,C1294503029,152191.0,M171822335,0.0,0,0
162,PAYMENT,41946.39,C2105792336,76496.0,M856200690,0.0,0,0
130,CASH_OUT,190863.95,C1486943948,0.0,C2108869048,668602.83,0,0
306,CASH_IN,150912.23,C1606690589,9698139.16,C954178100,561245.72,0,0
563,CASH_OUT,271662.45,C325146935,4849.0,C1102304502,1183.24,0,0
39,TRANSFER,438020.14,C429777277,0.0,C1132754645,1186544.19,0,0
308,CASH_OUT,137827.82,C423845911,0.0,C871451911,2638848.99,0,0
555,CASH_IN,56603.15,C34553910,2561434.26,C536339899,808519.99,0,0
131,PAYMENT,12148.8,C1903162138,31015.0,M1929477732,0.0,0,0
403,TRANSFER,36053.34,C849286806,58589.0,C1255598243,1920905.89,0,0
332,CASH_OUT,176180.31,C68851272,0.0,C707993034,2644885.96,0,0
281,CASH_OUT,52743.9,C1209454755,0.0,C940892154,757087.72,0,0
401,CASH_OUT,341362.62,C1167244717,137.0,C1256450296,1180533.97,0,0
571,PAYMENT,3354.05,C1571023719,34888.0,M657861040,0.0,0,0
192,PAYMENT,6995.92,C1894073483,38500.0,M1777255445,0.0,0,0
257,CASH_OUT,97018.91,C839540823,0.0,C361696982,651229.97,0,0
94,PAYMENT,20172.8,C2022039104,48990.0,M1112711623,0.0,0,0
371,CASH_OUT,162314.94,C662184383,0.0,C370344957,1258558.84,0,0
136,PAYMENT,45178.19,C1508563720,30428.54,M1612499291,0.0,0,0
400,CASH_OUT,219965.85,C1225776487,320003.93,C2110875051,468338.83,0,0
377,CASH_OUT,310627.55,C62030082,51722.0,C1980085430,387472.91,0,0
307,CASH_OUT,142597.26,C479450939,0.0,C365652600,493519.3,0,0
153,PAYMENT,9121.63,C882793314,87.0,M1759855976,0.0,0,0
183,CASH_OUT,172170.4,C1582539611,183522.86,C1163833806,0.0,0,0
143,PAYMENT,9205.4,C1578479278,9097.0,M446284526,0.0,0,0
402,CASH_OUT,202169.87,C1262059973,0.0,C1731698810,230199.36,0,0
323,CASH_OUT,87904.14,C1640667196,0.0,C282721401,1169795.11,0,0
139,PAYMENT,13300.4,C335302077,0.0,M1363008427,0.0,0,0
210,CASH_IN,233722.8,C267980645,8161890.45,C1531546370,241304.17,0,0
331,PAYMENT,19188.11,C880644333,0.0,M1364975917,0.0,0,0
215,PAYMENT,747.48,C990433952,5955.0,M1427929416,0.0,0,0
135,CASH_IN,320438.1,C277308806,5310025.97,C1433159876,1381269.68,0,0
11,CASH_IN,13812.23,C125107997,15036502.26,C1758134337,99425.4,0,0
250,CASH_OUT,24622.83,C466426547,63198.0,C549071758,0.0,0,0
18,PAYMENT,2426.2,C1083570543,30966.0,M694687966,0.0,0,0
402,PAYMENT,4529.16,C679318986,185957.29,M1162186019,0.0,0,0
185,PAYMENT,6947.72,C2064361373,0.0,M1678391034,0.0,0,0
376,CASH_IN,251402.64,C1754626950,49799.0,C1674635301,109149.38,0,0
201,CASH_OUT,77802.27,C202189791,0.0,C69075624,7304354.13,0,0
257,CASH_OUT,191599.39,C1876190662,7037.0,C1437433694,0.0,0,0
8,CASH_IN,170765.05,C1420128907,7800147.99,C665576141,9424188.2,0,0
278,CASH_IN,389463.11,C878123491,20807.0,C224520386,261004.18,0,0
357,CASH_IN,197285.02,C481953720,59745.0,C2085520514,0.0,0,0
211,CASH_IN,99474.45,C1234310047,18714526.83,C666000344,119607.92,0,0
19,CASH_IN,137835.46,C1038733337,946.0,C1117555239,168178.27,0,0
177,CASH_OUT,342093.14,C588823252,0.0,C427346199,1987630.03,0,0
298,PAYMENT,10926.42,C984066116,0.0,M1465805540,0.0,0,0
275,TRANSFER,620649.63,C660559929,0.0,C476884835,655296.83,0,0
394,PAYMENT,7290.53,C1980301595,61632.0,M432596636,0.0,0,0
10,CASH_IN,244386.38,C1779377687,9557.85,C1554565380,9304465.4,0,0
44,CASH_OUT,108974.44,C678872957,0.0,C1545916613,464324.16,0,0
276,PAYMENT,8512.71,C1294826122,2892.0,M965024621,0.0,0,0
302,CASH_IN,219807.49,C1667403111,112188.24,C2078409940,855334.92,0,0
165,CASH_OUT,242792.95,C1029524296,6581.0,C130197709,316296.79,0,0
228,CASH_IN,186553.73,C396410757,8373674.36,C1066382547,1315083.83,0,0
251,CASH_OUT,165471.18,C765750144,10201.0,C804436383,1829897.52,0,0
351,TRANSFER,117797.6,C456996961,1097.0,C563027487,0.0,0,0
375,CASH_OUT,85136.26,C827836356,21480.0,C281405268,14852.48,0,0
260,PAYMENT,2006.25,C1127439784,203616.4,M563371623,0.0,0,0
16,PAYMENT,19610.05,C964023756,49130.82,M434211519,0.0,0,0
373,PAYMENT,8754.11,C538263913,2039.0,M220335593,0.0,0,0
327,PAYMENT,1300.14,C1815687538,317673.97,M822367052,0.0,0,0
209,CASH_OUT,30370.27,C58514032,809867.94,C617808924,59429.0,0,0
181,CASH_OUT,351862.48,C1466584551,102268.0,C1354885512,397261.17,0,0
13,PAYMENT,4038.41,C1468663647,24926.0,M723449011,0.0,0,0
12,CASH_OUT,439099.4,C1026763423,24367.0,C677561051,0.0,0,0
40,PAYMENT,17656.0,C2082748198,102831.0,M1403696082,0.0,0,0
282,PAYMENT,13781.91,C1981937717,145322.68,M185248370,0.0,0,0
370,CASH_OUT,274655.67,C2105829416,288.0,C722239633,542839.86,0,0
257,CASH_OUT,153274.37,C1972581094,20461.0,C42378187,27820.86,0,0
14,PAYMENT,7205.71,C1206420024,176605.3,M2085014562,0.0,0,0
276,CASH_OUT,106216.56,C876765881,15698.0,C252628824,2170511.38,0,0
180,CASH_OUT,250092.96,C574236896,14326.0,C339602591,1744893.2,0,0
442,PAYMENT,27572.19,C619052165,0.0,M1240604607,0.0,0,0
206,CASH_OUT,12209.82,C2093289903,0.0,C55926460,4655301.56,0,0
334,PAYMENT,5949.42,C659680773,22205.0,M569253326,0.0,0,0
250,TRANSFER,1460756.19,C869359250,50944.0,C2137893831,658821.76,0,0
376,TRANSFER,1545866.96,C1307397502,0.0,C1698083465,2973210.69,0,0
373,PAYMENT,4456.9,C190002382,0.0,M305432757,0.0,0,0
235,CASH_OUT,131685.36,C2000630139,0.0,C1131858851,2330540.47,0,0
228,CASH_IN,2345.98,C802426800,46165.0,C1149496263,0.0,0,0
21,TRANSFER,144220.24,C856579645,5636.0,C454824083,408518.81,0,0
399,CASH_OUT,99268.18,C666743218,0.0,C5472662,377300.26,0,0
43,CASH_OUT,205263.42,C38649649,0.0,C61890457,217482.66,0,0
41,CASH_OUT,53001.94,C1983495408,0.0,C1054012167,2539981.37,0,0
306,PAYMENT,3478.72,C1253711038,0.0,M1447707122,0.0,0,0
203,CASH_OUT,148504.34,C1485690181,45460.0,C606467314,0.0,0,0
20,CASH_OUT,113944.72,C2137245538,81317.0,C546907408,0.0,0,0
329,PAYMENT,23986.85,C742215113,10869.0,M238858869,0.0,0,0
330,CASH_IN,284620.25,C1372985944,115663.0,C1094871757,530278.74,0,0
250,PAYMENT,13644.4,C906553670,0.0,M571903041,0.0,0,0
211,PAYMENT,318.42,C1041101666,0.0,M1639601952,0.0,0,0
266,PAYMENT,6248.51,C149170543,36309.72,M288742543,0.0,0,0
43,CASH_OUT,233147.61,C1354702123,36137.0,C1712169175,3331645.96,0,0
394,PAYMENT,30538.14,C1885737203,37569.88,M1218556816,0.0,0,0
208,CASH_IN,93939.71,C1295924625,10034.0,C523830912,212272.62,0,0
324,CASH_IN,63019.07,C1898897773,69201.0,C1540592565,0.0,0,0
610,CASH_IN,269001.14,C383765914,2344823.98,C538577803,1203847.94,0,0
235,PAYMENT,2880.69,C1509283082,0.0,M610871363,0.0,0,0
142,PAYMENT,3855.5,C1985396499,843.0,M735636236,0.0,0,0
187,CASH_OUT,67323.91,C2122367574,94439.0,C2116302485,2465537.89,0,0
403,CASH_OUT,48794.66,C1493573762,0.0,C1348292451,391393.65,0,0
403,PAYMENT,9595.29,C270737068,0.0,M335422306,0.0,0,0
33,PAYMENT,3596.52,C1537202579,74446.62,M967146822,0.0,0,0
323,CASH_OUT,224572.5,C1248413025,687641.0,C1630301932,123937.83,0,0
11,PAYMENT,6462.96,C1865800800,22180.0,M1086645742,0.0,0,0
398,TRANSFER,1488070.86,C883647973,0.0,C1272707292,2243364.93,0,0
156,PAYMENT,3678.55,C362203918,0.0,M1701452653,0.0,0,0
276,TRANSFER,35012.63,C233092565,9546.0,C115228710,72062.02,0,0
594,CASH_IN,68070.61,C1242857474,841.0,C179982739,1640265.1,0,0
306,CASH_OUT,80393.98,C1539174565,0.0,C610288625,123745.29,0,0
39,CASH_IN,88521.2,C791958864,990780.16,C121576814,412538.95,0,0
15,PAYMENT,8350.49,C1160427639,0.0,M1681175872,0.0,0,0
380,PAYMENT,12371.63,C670861716,722.0,M1448800840,0.0,0,0
235,TRANSFER,6114.39,C1775105666,0.0,C773614193,21748.93,0,0
34,PAYMENT,25278.42,C1045738210,31177.0,M463642167,0.0,0,0
133,PAYMENT,8376.49,C1351898481,99985.0,M2035080049,0.0,0,0
10,PAYMENT,3132.93,C1850178251,0.0,M1440912583,0.0,0,0
212,TRANSFER,133019.74,C356346147,968.0,C408045858,319885.8,0,0
404,PAYMENT,15092.81,C2076997596,76642.07,M1901082991,0.0,0,0
382,PAYMENT,15567.17,C248426621,120153.0,M271585705,0.0,0,0
14,CASH_OUT,342090.18,C1934320837,0.0,C479764833,3203984.64,0,0
354,CASH_IN,239233.37,C936334361,1475939.69,C1484687714,303753.93,0,0
136,CASH_OUT,146006.43,C938698689,0.0,C734138346,1364113.04,0,0
329,CASH_IN,162484.45,C1852145249,2928319.65,C1011981440,218093.66,0,0
331,CASH_IN,123061.7,C1953086201,3165891.94,C1113095645,882137.57,0,0
164,CASH_OUT,82230.25,C2016668616,0.0,C1144492412,350485.3,0,0
334,CASH_IN,210120.08,C2142079176,9688425.34,C877807531,362453.17,0,0
544,CASH_IN,196934.46,C299043950,10562.0,C1297483277,6003793.66,0,0
183,CASH_OUT,304838.36,C1451463784,0.0,C1644942922,735547.8,0,0
44,PAYMENT,4756.09,C1119691488,0.0,M960130118,0.0,0,0
180,CASH_OUT,146331.6,C1449378468,698160.55,C368828508,856642.19,0,0
162,PAYMENT,11674.92,C1008103465,302050.0,M2136633234,0.0,0,0
217,PAYMENT,8501.03,C1991756993,51457.0,M29882649,0.0,0,0
228,PAYMENT,16601.62,C773384389,99241.0,M1720869618,0.0,0,0
233,CASH_OUT,38306.53,C2025051172,16276.0,C1159147670,1084268.78,0,0
356,PAYMENT,5554.34,C1821927164,89426.92,M944389650,0.0,0,0
690,TRANSFER,422525.68,C742364978,0.0,C2109466110,927010.03,0,0
16,CASH_OUT,257253.38,C1300686718,51621.0,C647187605,1976448.73,0,0
187,PAYMENT,1294.42,C1352373471,0.0,M1225099689,0.0,0,0
13,TRANSFER,24457.2,C1578740709,92351.0,C542888545,1213652.88,0,0
353,CASH_IN,180234.18,C958443341,48307.0,C1381896886,546534.19,0,0
333,PAYMENT,361.65,C214632637,826.0,M1793158180,0.0,0,0
18,CASH_OUT,192592.58,C375184126,0.0,C1646264602,851324.02,0,0
302,PAYMENT,53162.96,C1501448243,0.0,M461318201,0.0,0,0
206,CASH_OUT,243524.64,C936171762,0.0,C1708834202,611487.2,0,0
250,CASH_OUT,54039.21,C460343036,584.0,C1950114066,398532.68,0,0
17,CASH_IN,85999.37,C2002822766,384.0,C1943445973,15477.0,0,0
213,CASH_IN,158753.85,C2116981294,8222756.01,C2003757627,377777.36,0,0
329,CASH_OUT,444030.32,C1179060472,9861.0,C477055499,534046.68,0,0
404,CASH_IN,235162.96,C191619252,117459.0,C137467505,685653.94,0,0
253,CASH_IN,2326.45,C198515926,15501383.35,C129852166,950375.17,0,0
203,TRANSFER,511641.7,C269858424,6721.0,C623563212,714445.37,0,0
161,TRANSFER,1337429.28,C728485330,31068.0,C802982068,13299565.62,0,0
399,CASH_OUT,72174.19,C1171646714,0.0,C2032253012,3396935.44,0,0
321,PAYMENT,31773.86,C656319489,0.0,M513900510,0.0,0,0
402,CASH_OUT,318958.98,C926414814,0.0,C205734787,5613957.39,0,0
525,CASH_IN,105343.32,C1960807053,25711016.08,C1129840609,4818660.14,0,0
372,PAYMENT,7405.61,C1439140517,0.0,M1279315830,0.0,0,0
401,CASH_IN,25770.28,C1809529565,202762.0,C272496485,2011012.83,0,0
278,CASH_OUT,8903.89,C1656997020,0.0,C118737335,267515.01,0,0
184,CASH_IN,41101.7,C255799798,10716.0,C158946169,0.0,0,0
33,CASH_IN,237114.91,C952685031,51598.0,C72051474,161861.79,0,0
301,PAYMENT,9497.94,C557625224,0.0,M801481395,0.0,0,0
180,TRANSFER,1554198.2,C1531050589,324387.0,C897057791,0.0,0,0
322,CASH_IN,294637.37,C340341366,543714.0,C1979568810,1192036.08,0,0
280,TRANSFER,58752.05,C1296858946,215316.0,C1687837745,0.0,0,0
228,PAYMENT,8955.52,C1277126121,106640.0,M1897044481,0.0,0,0
163,PAYMENT,9199.95,C1722504087,11406.35,M1642977487,0.0,0,0
15,PAYMENT,9692.35,C1585003049,195334.36,M1883134409,0.0,0,0
19,TRANSFER,150030.82,C252115680,595.0,C2015833727,0.0,0,0
141,CASH_OUT,221223.5,C2063045409,0.0,C1367362641,273248.26,0,0
190,CASH_IN,119849.48,C1113311422,7240914.73,C443724208,1993736.44,0,0
189,PAYMENT,4327.47,C873385885,30806.0,M1904861043,0.0,0,0
357,PAYMENT,3144.07,C852912321,117.0,M941181653,0.0,0,0
253,PAYMENT,20163.52,C1005052156,0.0,M281307594,0.0,0,0
439,PAYMENT,2395.59,C1898579050,119425.0,M1047087139,0.0,0,0
226,CASH_IN,199478.79,C1524593862,15883213.47,C45265868,810833.91,0,0
162,CASH_OUT,172508.21,C601022854,0.0,C1102883211,2670545.17,0,0
181,CASH_OUT,20297.27,C628324880,0.0,C2119132466,751646.19,0,0
274,PAYMENT,1571.39,C272291112,0.0,M143874438,0.0,0,0
345,CASH_IN,180178.61,C572841098,14344119.55,C1006677281,2227081.14,0,0
133,PAYMENT,24378.81,C388917830,53247.0,M202168591,0.0,0,0
335,PAYMENT,1403.94,C79756378,81641.86,M1046873820,0.0,0,0
204,PAYMENT,2374.78,C1419840558,70401.04,M978801316,0.0,0,0
251,PAYMENT,20531.74,C1731278990,291143.58,M977350219,0.0,0,0
284,CASH_OUT,133351.68,C994070718,299296.36,C477876200,267024.86,0,0
370,TRANSFER,385873.22,C1608541553,0.0,C1510487036,2587090.9,0,0
13,CASH_OUT,263818.57,C583734725,0.0,C859300166,5816746.84,0,0
41,PAYMENT,9088.84,C456039521,0.0,M1842942562,0.0,0,0
322,PAYMENT,9827.54,C310935857,0.0,M1074699177,0.0,0,0
356,CASH_OUT,92546.01,C1232012310,0.0,C790116997,739147.43,0,0
379,TRANSFER,318726.58,C841980471,0.0,C1819495745,970065.56,0,0
300,TRANSFER,1367458.51,C322087442,0.0,C2090203997,2533806.66,0,0
17,PAYMENT,8559.37,C1216395076,0.0,M1288432022,0.0,0,0
257,CASH_IN,171767.04,C1863526151,10667.0,C1684953978,83234.39,0,0
354,PAYMENT,6148.7,C1313695721,115103.54,M782872753,0.0,0,0
205,CASH_IN,46806.77,C1542901324,7424679.42,C1607791141,101742.57,0,0
140,CASH_IN,175053.83,C1554373349,4876934.58,C630899653,770832.43,0,0
162,CASH_IN,131834.01,C1197010765,205603.0,C107345439,240522.81,0,0
563,CASH_IN,33644.17,C1386173663,4791947.74,C1413466566,144167.14,0,0
136,PAYMENT,2223.02,C503206709,0.0,M1116772470,0.0,0,0
232,CASH_IN,119120.54,C926652728,703775.16,C294640804,324019.44,0,0
44,PAYMENT,4331.48,C743745156,6746.0,M472631703,0.0,0,0
299,CASH_OUT,82465.77,C67220115,0.0,C878937621,222489.56,0,0
250,CASH_IN,159595.55,C1295313035,74377.0,C1750718192,5166468.34,0,0
286,CASH_OUT,115343.81,C808790838,0.0,C209629777,3003285.92,0,0
161,CASH_OUT,346430.45,C102813332,22104.0,C222798921,0.0,0,0
138,PAYMENT,3907.01,C1126271277,115347.64,M87257171,0.0,0,0
19,CASH_OUT,363829.85,C867300141,0.0,C893353752,3581345.0,0,0
259,CASH_OUT,165364.42,C1060448954,106154.0,C1396251115,2661367.6,0,0
18,CASH_IN,191521.4,C732401357,7385241.88,C88944746,724131.23,0,0
289,PAYMENT,505.06,C1415273496,202242.0,M1572250346,0.0,0,0
162,PAYMENT,13059.07,C502773880,0.0,M1149409100,0.0,0,0
37,PAYMENT,8085.38,C957990465,20815.0,M1165414697,0.0,0,0
42,CASH_OUT,155401.66,C823315348,0.0,C1976663353,1645205.48,0,0
187,CASH_OUT,169975.5,C777069233,2608.0,C1812488147,108200.53,0,0
500,CASH_OUT,9752.81,C583551390,0.0,C1615306972,500953.19,0,0
355,DEBIT,488.77,C710690169,473260.75,C2012740243,10686.6,0,0
137,PAYMENT,41332.4,C565696179,12575.0,M1679742455,0.0,0,0
402,CASH_IN,57391.98,C1707750404,11188.0,C1101203843,1759834.96,0,0
394,CASH_IN,173363.02,C748982377,21954025.35,C1821934965,523106.2,0,0
214,CASH_OUT,248227.79,C167069088,0.0,C441855067,281580.08,0,0
277,PAYMENT,16833.96,C1188634483,212960.98,M1248646768,0.0,0,0
283,CASH_OUT,240671.36,C373209144,134574.0,C92963269,116241.17,0,0
380,PAYMENT,10063.93,C1082727304,8017.0,M343586476,0.0,0,0
352,CASH_OUT,202736.65,C1625382489,0.0,C1551746301,266415.48,0,0
278,PAYMENT,8855.9,C364290590,309654.08,M2002945622,0.0,0,0
260,PAYMENT,6987.94,C1879002310,20678.0,M1965138420,0.0,0,0
301,CASH_OUT,165826.04,C210633684,0.0,C681088281,1368360.53,0,0
